Product Category,Product Price,Returns,Return_Risk
Home,180,1.0,0.77
Electronics,331,1.0,0.8
Clothing,386,1.0,0.8
Books,161,1.0,0.81
Electronics,432,1.0,0.71
Clothing,426,1.0,0.84
Books,487,1.0,0.82
Electronics,349,1.0,0.87
Home,432,1.0,0.81
Electronics,353,1.0,0.84
Electronics,423,1.0,0.86
Books,437,1.0,0.85
Books,400,1.0,0.77
Electronics,347,1.0,0.93
Clothing,37,1.0,0.75
Electronics,221,1.0,0.83
Books,84,1.0,0.76
Clothing,123,1.0,0.83
Electronics,49,1.0,0.84
Books,464,1.0,0.79
Electronics,72,1.0,0.89
Electronics,51,1.0,0.79
Home,88,1.0,0.75
Books,38,1.0,0.79
Books,343,1.0,0.77
Electronics,112,1.0,0.77
Electronics,139,1.0,0.87
Books,332,1.0,0.86
Books,389,1.0,0.79
Books,103,1.0,0.82
Electronics,97,1.0,0.81
Electronics,52,1.0,0.75
Clothing,22,1.0,0.9
Home,284,1.0,0.84
Clothing,140,1.0,0.88
Clothing,338,1.0,0.75
Books,310,1.0,0.82
Clothing,493,1.0,0.82
Clothing,496,1.0,0.86
Clothing,192,1.0,0.86
Books,388,1.0,0.78
Clothing,105,1.0,0.8
Books,388,1.0,0.8
Clothing,209,1.0,0.83
Home,393,1.0,0.79
Home,68,1.0,0.83
Books,137,1.0,0.81
Clothing,51,1.0,0.85
Clothing,112,1.0,0.84
Electronics,308,1.0,0.75
Home,232,1.0,0.9
Books,367,1.0,0.89
Electronics,81,1.0,0.86
Books,418,1.0,0.88
Clothing,36,1.0,0.87
Clothing,29,1.0,0.79
Electronics,108,1.0,0.87
Books,236,1.0,0.81
Home,135,1.0,0.91
Home,492,1.0,0.74
Clothing,366,1.0,0.76
Home,413,1.0,0.85
Home,54,1.0,0.77
Electronics,70,1.0,0.81
Books,273,1.0,0.81
Electronics,277,1.0,0.73
Clothing,327,1.0,0.75
Electronics,169,1.0,0.86
Books,113,1.0,0.78
Clothing,14,1.0,0.8
Electronics,343,1.0,0.84
Books,158,1.0,0.78
Clothing,422,1.0,0.86
Books,417,1.0,0.76
Clothing,123,1.0,0.81
Home,181,1.0,0.75
Books,450,1.0,0.78
Books,220,1.0,0.81
Clothing,347,1.0,0.79
Books,383,1.0,0.85
Clothing,314,1.0,0.86
Clothing,460,1.0,0.81
Books,294,1.0,0.87
Home,310,1.0,0.77
Books,480,1.0,0.86
Home,484,1.0,0.76
Home,262,1.0,0.77
Home,272,1.0,0.85
Electronics,216,1.0,0.84
Home,31,1.0,0.81
Books,431,1.0,0.84
Books,489,1.0,0.87
Books,45,1.0,0.8
Clothing,31,1.0,0.8
Clothing,147,1.0,0.82
Electronics,114,1.0,0.85
Books,335,1.0,0.8
Clothing,331,1.0,0.77
Clothing,254,1.0,0.87
Books,102,1.0,0.76
Clothing,327,1.0,0.87
Home,13,1.0,0.89
Electronics,211,1.0,0.87
Clothing,141,1.0,0.81
Electronics,23,1.0,0.82
Books,336,1.0,0.79
Clothing,171,1.0,0.77
Books,223,1.0,0.83
Books,55,1.0,0.8
Books,473,1.0,0.79
Home,38,1.0,0.89
Clothing,186,1.0,0.83
Clothing,252,1.0,0.83
Electronics,203,1.0,0.79
Books,471,1.0,0.82
Electronics,75,1.0,0.77
Clothing,483,1.0,0.84
Clothing,371,1.0,0.76
Home,389,1.0,0.82
Books,223,1.0,0.83
Clothing,492,1.0,0.78
Clothing,329,1.0,0.85
Electronics,44,1.0,0.83
Electronics,96,1.0,0.73
Home,124,1.0,0.81
Books,176,1.0,0.85
Home,390,1.0,0.81
Home,38,1.0,0.76
Clothing,421,1.0,0.87
Books,104,1.0,0.76
Books,450,1.0,0.75
Home,392,1.0,0.79
Clothing,462,1.0,0.71
Electronics,461,1.0,0.74
Electronics,443,1.0,0.78
Clothing,364,1.0,0.81
Books,205,1.0,0.71
Clothing,395,1.0,0.89
Books,202,1.0,0.81
Clothing,337,1.0,0.86
Books,38,1.0,0.76
Clothing,107,1.0,0.89
Electronics,280,1.0,0.81
Electronics,102,1.0,0.74
Home,291,1.0,0.82
Electronics,372,1.0,0.84
Books,82,1.0,0.85
Clothing,56,1.0,0.78
Home,441,1.0,0.9
Electronics,42,1.0,0.84
Books,42,1.0,0.84
Books,397,1.0,0.78
Clothing,458,1.0,0.81
Clothing,147,1.0,0.82
Electronics,341,1.0,0.8
Clothing,388,1.0,0.77
Clothing,408,1.0,0.86
Home,97,1.0,0.79
Electronics,487,1.0,0.86
Clothing,490,1.0,0.82
Books,118,1.0,0.79
Home,19,1.0,0.79
Home,209,1.0,0.81
Clothing,16,1.0,0.73
Electronics,240,1.0,0.88
Clothing,106,1.0,0.83
Home,430,1.0,0.85
Clothing,430,1.0,0.79
Electronics,376,1.0,0.75
Clothing,134,1.0,0.76
Books,109,1.0,0.81
Books,127,1.0,0.73
Books,25,1.0,0.85
Home,289,1.0,0.83
Books,265,1.0,0.83
Clothing,327,1.0,0.82
Books,352,1.0,0.83
Home,406,1.0,0.84
Clothing,170,1.0,0.84
Clothing,29,1.0,0.84
Clothing,70,1.0,0.78
Electronics,241,1.0,0.8
Books,460,1.0,0.93
Books,11,1.0,0.88
Books,86,1.0,0.85
Home,45,1.0,0.91
Clothing,473,1.0,0.77
Clothing,51,1.0,0.86
Electronics,384,1.0,0.74
Books,142,1.0,0.8
Electronics,285,1.0,0.83
Books,268,1.0,0.81
Electronics,32,1.0,0.77
Home,155,1.0,0.87
Home,67,1.0,0.85
Books,474,1.0,0.84
Electronics,144,1.0,0.85
Books,35,1.0,0.84
Books,213,1.0,0.88
Books,383,1.0,0.85
Electronics,217,1.0,0.81
Clothing,110,1.0,0.85
Clothing,29,1.0,0.81
Clothing,224,1.0,0.89
Home,184,1.0,0.82
Electronics,17,1.0,0.9
Books,156,1.0,0.78
Electronics,447,1.0,0.74
Books,425,1.0,0.82
Books,75,1.0,0.89
Home,321,1.0,0.83
Clothing,150,1.0,0.8
Books,457,1.0,0.75
Books,391,1.0,0.84
Home,449,1.0,0.81
Electronics,263,1.0,0.84
Home,72,1.0,0.84
Home,494,1.0,0.76
Clothing,472,1.0,0.77
Electronics,307,1.0,0.86
Home,474,1.0,0.77
Home,250,1.0,0.88
Clothing,23,1.0,0.85
Books,112,1.0,0.84
Clothing,292,1.0,0.94
Clothing,383,1.0,0.74
Electronics,252,1.0,0.84
Books,225,1.0,0.74
Clothing,55,1.0,0.79
Books,196,1.0,0.85
Books,433,1.0,0.83
Clothing,184,1.0,0.83
Home,377,1.0,0.82
Books,461,1.0,0.84
Clothing,365,1.0,0.83
Clothing,22,1.0,0.8
Books,317,1.0,0.81
Home,425,1.0,0.77
Books,317,1.0,0.78
Books,183,1.0,0.82
Home,55,1.0,0.72
Clothing,452,1.0,0.87
Books,337,1.0,0.79
Electronics,28,1.0,0.79
Clothing,97,1.0,0.82
Home,270,1.0,0.84
Books,385,1.0,0.86
Books,146,1.0,0.81
Clothing,225,1.0,0.82
Electronics,281,1.0,0.81
Electronics,362,1.0,0.84
Books,81,1.0,0.87
Books,152,1.0,0.84
Electronics,436,1.0,0.83
Home,433,1.0,0.75
Clothing,18,1.0,0.73
Clothing,73,1.0,0.8
Books,402,1.0,0.85
Home,81,1.0,0.88
Electronics,21,1.0,0.82
Clothing,416,1.0,0.79
Books,386,1.0,0.78
Books,340,1.0,0.82
Clothing,189,1.0,0.79
Books,90,1.0,0.78
Electronics,404,1.0,0.89
Books,419,1.0,0.74
Books,11,1.0,0.84
Electronics,343,1.0,0.85
Home,45,1.0,0.88
Clothing,332,1.0,0.77
Clothing,66,1.0,0.81
Clothing,289,1.0,0.87
Home,170,1.0,0.81
Books,236,1.0,0.89
Home,350,1.0,0.84
Books,12,1.0,0.78
Home,22,1.0,0.77
Electronics,444,1.0,0.83
Electronics,161,1.0,0.83
Clothing,104,1.0,0.8
Books,487,1.0,0.77
Home,194,1.0,0.81
Electronics,217,1.0,0.72
Clothing,462,1.0,0.83
Clothing,266,1.0,0.75
Electronics,224,1.0,0.79
Home,475,1.0,0.73
Home,313,1.0,0.79
Electronics,288,1.0,0.81
Clothing,190,1.0,0.84
Clothing,57,1.0,0.8
Books,488,1.0,0.79
Home,435,1.0,0.75
Books,280,1.0,0.71
Books,297,1.0,0.77
Clothing,441,1.0,0.86
Electronics,449,1.0,0.83
Clothing,386,1.0,0.87
Home,226,1.0,0.83
Home,185,1.0,0.8
Books,22,1.0,0.86
Clothing,331,1.0,0.85
Home,358,1.0,0.86
Clothing,452,1.0,0.85
Electronics,229,1.0,0.84
Books,273,1.0,0.88
Books,281,1.0,0.84
Clothing,116,1.0,0.79
Clothing,225,1.0,0.78
Clothing,344,1.0,0.82
Home,218,1.0,0.74
Home,138,1.0,0.74
Home,93,1.0,0.86
Electronics,219,1.0,0.85
Books,448,1.0,0.77
Home,122,1.0,0.8
Books,363,1.0,0.83
Electronics,246,1.0,0.89
Clothing,326,1.0,0.88
Electronics,424,1.0,0.85
Clothing,456,1.0,0.79
Clothing,383,1.0,0.79
Clothing,12,1.0,0.78
Home,32,1.0,0.86
Home,87,1.0,0.82
Books,435,1.0,0.78
Clothing,441,1.0,0.79
Clothing,192,1.0,0.77
Home,141,1.0,0.87
Electronics,496,1.0,0.84
Clothing,405,1.0,0.72
Clothing,163,1.0,0.83
Clothing,73,1.0,0.78
Clothing,446,1.0,0.9
Clothing,274,1.0,0.79
Electronics,68,1.0,0.83
Home,162,1.0,0.87
Electronics,460,1.0,0.86
Books,158,1.0,0.83
Books,163,1.0,0.78
Clothing,178,1.0,0.81
Books,116,1.0,0.77
Home,228,1.0,0.82
Books,302,1.0,0.81
Clothing,86,1.0,0.85
Books,135,1.0,0.89
Home,323,1.0,0.79
Electronics,105,1.0,0.84
Clothing,454,1.0,0.83
Home,459,1.0,0.8
Electronics,485,1.0,0.77
Electronics,98,1.0,0.83
Clothing,200,1.0,0.9
Clothing,117,1.0,0.75
Books,413,1.0,0.8
Electronics,263,1.0,0.76
Home,126,1.0,0.9
Clothing,452,1.0,0.84
Home,66,1.0,0.8
Books,229,1.0,0.8
Books,261,1.0,0.82
Home,175,1.0,0.88
Home,494,1.0,0.78
Electronics,317,1.0,0.89
Electronics,291,1.0,0.81
Books,381,1.0,0.78
Books,193,1.0,0.95
Books,289,1.0,0.84
Home,358,1.0,0.76
Clothing,272,1.0,0.82
Home,92,1.0,0.83
Home,220,1.0,0.77
Books,342,1.0,0.81
Books,335,1.0,0.76
Electronics,315,1.0,0.78
Books,63,1.0,0.79
Home,282,1.0,0.85
Clothing,479,1.0,0.85
Books,485,1.0,0.88
Clothing,379,1.0,0.82
Clothing,229,1.0,0.77
Home,262,1.0,0.81
Home,465,1.0,0.86
Electronics,283,1.0,0.78
Books,403,1.0,0.81
Home,131,1.0,0.78
Home,495,1.0,0.83
Books,15,1.0,0.76
Books,42,1.0,0.78
Clothing,382,1.0,0.88
Clothing,439,1.0,0.8
Clothing,296,1.0,0.91
Electronics,500,1.0,0.83
Clothing,487,1.0,0.74
Electronics,53,1.0,0.86
Electronics,474,1.0,0.86
Books,324,1.0,0.86
Clothing,261,1.0,0.87
Electronics,156,1.0,0.82
Clothing,307,1.0,0.71
Books,99,1.0,0.78
Clothing,409,1.0,0.85
Home,236,1.0,0.79
Clothing,41,1.0,0.92
Books,83,1.0,0.78
Electronics,419,1.0,0.81
Clothing,479,1.0,0.79
Books,73,1.0,0.79
Home,201,1.0,0.81
Books,461,1.0,0.74
Home,178,1.0,0.79
Books,265,1.0,0.89
Clothing,159,1.0,0.82
Clothing,491,1.0,0.81
Books,154,1.0,0.8
Electronics,184,1.0,0.75
Electronics,319,1.0,0.89
Books,42,1.0,0.89
Home,17,1.0,0.85
Clothing,123,1.0,0.89
Home,14,1.0,0.82
Electronics,254,1.0,0.86
Home,443,1.0,0.72
Books,247,1.0,0.8
Books,281,1.0,0.8
Clothing,245,1.0,0.88
Electronics,451,1.0,0.85
Electronics,142,1.0,0.8
Clothing,250,1.0,0.92
Books,187,1.0,0.94
Books,368,1.0,0.83
Books,357,1.0,0.86
Books,361,1.0,0.8
Clothing,477,1.0,0.84
Books,31,1.0,0.84
Books,412,1.0,0.85
Books,444,1.0,0.74
Electronics,100,1.0,0.77
Books,65,1.0,0.77
Books,326,1.0,0.8
Clothing,276,1.0,0.86
Clothing,206,1.0,0.89
Home,360,1.0,0.83
Clothing,420,1.0,0.85
Books,219,1.0,0.87
Clothing,335,1.0,0.77
Clothing,46,1.0,0.79
Books,475,1.0,0.9
Clothing,386,1.0,0.9
Home,28,1.0,0.83
Books,49,1.0,0.85
Home,447,1.0,0.79
Electronics,259,1.0,0.79
Home,35,1.0,0.87
Books,379,1.0,0.9
Books,93,1.0,0.74
Books,438,1.0,0.78
Electronics,112,1.0,0.73
Clothing,179,1.0,0.75
Clothing,436,1.0,0.71
Home,90,1.0,0.87
Clothing,97,1.0,0.76
Clothing,500,1.0,0.86
Books,378,1.0,0.79
Books,440,1.0,0.88
Home,264,1.0,0.84
Clothing,456,1.0,0.8
Clothing,264,1.0,0.86
Books,151,1.0,0.83
Clothing,150,1.0,0.84
Clothing,120,1.0,0.9
Home,264,1.0,0.81
Clothing,255,1.0,0.83
Clothing,97,1.0,0.79
Clothing,34,1.0,0.82
Home,267,1.0,0.77
Clothing,212,1.0,0.82
Home,369,1.0,0.73
Clothing,420,1.0,0.72
Books,263,1.0,0.87
Books,54,1.0,0.77
Clothing,372,1.0,0.85
Clothing,160,1.0,0.89
Electronics,301,1.0,0.77
Home,123,1.0,0.9
Books,212,1.0,0.85
Clothing,287,1.0,0.77
Clothing,266,1.0,0.87
Books,24,1.0,0.81
Electronics,281,1.0,0.83
Electronics,16,1.0,0.83
Books,19,1.0,0.78
Books,303,1.0,0.86
Home,86,1.0,0.84
Books,396,1.0,0.8
Books,134,1.0,0.84
Clothing,290,1.0,0.82
Books,307,1.0,0.81
Home,167,1.0,0.76
Electronics,111,1.0,0.82
Electronics,198,1.0,0.8
Books,486,1.0,0.84
Clothing,225,1.0,0.87
Home,72,1.0,0.87
Books,387,1.0,0.79
Books,231,1.0,0.87
Clothing,299,1.0,0.8
Books,27,1.0,0.83
Clothing,63,1.0,0.84
Electronics,180,1.0,0.81
Clothing,178,1.0,0.88
Clothing,178,1.0,0.87
Electronics,203,1.0,0.85
Books,427,1.0,0.87
Home,354,1.0,0.85
Clothing,378,1.0,0.84
Books,135,1.0,0.78
Books,15,1.0,0.82
Books,56,1.0,0.95
Home,278,1.0,0.8
Home,253,1.0,0.84
Clothing,484,1.0,0.78
Electronics,60,1.0,0.78
Electronics,314,1.0,0.91
Home,336,1.0,0.86
Clothing,210,1.0,0.73
Clothing,270,1.0,0.76
Electronics,492,1.0,0.78
Books,481,1.0,0.91
Clothing,33,1.0,0.81
Clothing,242,1.0,0.87
Books,439,1.0,0.82
Electronics,449,1.0,0.81
Electronics,58,1.0,0.83
Books,139,1.0,0.83
Home,219,1.0,0.87
Clothing,236,1.0,0.87
Books,142,1.0,0.89
Home,320,1.0,0.83
Books,63,1.0,0.87
Clothing,485,1.0,0.75
Books,17,1.0,0.75
Clothing,235,1.0,0.89
Books,482,1.0,0.83
Electronics,118,1.0,0.72
Books,169,1.0,0.92
Clothing,367,1.0,0.86
Electronics,402,1.0,0.81
Books,384,1.0,0.75
Electronics,358,1.0,0.9
Electronics,213,1.0,0.83
Books,473,1.0,0.82
Home,242,1.0,0.79
Home,410,1.0,0.86
Home,211,0.0,0.78
Books,342,1.0,0.86
Clothing,455,1.0,0.81
Clothing,305,1.0,0.85
Home,23,1.0,0.81
Home,394,1.0,0.84
Home,271,1.0,0.92
Books,176,1.0,0.81
Clothing,213,1.0,0.85
Electronics,319,1.0,0.8
Clothing,421,1.0,0.87
Books,302,1.0,0.78
Home,50,1.0,0.93
Electronics,85,1.0,0.75
Electronics,94,1.0,0.85
Home,372,1.0,0.8
Electronics,260,1.0,0.82
Books,88,1.0,0.75
Books,421,1.0,0.8
Electronics,337,1.0,0.89
Clothing,457,1.0,0.83
Home,434,1.0,0.91
Electronics,175,1.0,0.84
Books,155,1.0,0.86
Clothing,280,1.0,0.75
Clothing,218,1.0,0.77
Clothing,254,1.0,0.8
Electronics,479,1.0,0.75
Home,420,1.0,0.85
Books,211,1.0,0.86
Books,40,1.0,0.86
Clothing,496,1.0,0.8
Books,421,1.0,0.91
Electronics,23,1.0,0.82
Clothing,230,1.0,0.75
Clothing,329,1.0,0.88
Books,50,1.0,0.83
Home,343,1.0,0.85
Clothing,53,1.0,0.84
Home,460,1.0,0.79
Books,369,1.0,0.81
Books,243,1.0,0.93
Electronics,24,1.0,0.79
Books,437,1.0,0.77
Books,335,1.0,0.73
Clothing,135,1.0,0.85
Clothing,205,1.0,0.88
Home,472,1.0,0.79
Clothing,459,1.0,0.79
Clothing,79,1.0,0.79
Clothing,340,1.0,0.85
Clothing,112,1.0,0.82
Books,281,1.0,0.79
Clothing,476,1.0,0.83
Clothing,401,1.0,0.85
Books,111,1.0,0.86
Home,278,1.0,0.8
Clothing,124,1.0,0.87
Home,348,1.0,0.85
Home,142,1.0,0.73
Home,73,1.0,0.86
Clothing,121,1.0,0.76
Books,179,1.0,0.75
Home,298,1.0,0.77
Electronics,390,1.0,0.81
Clothing,292,1.0,0.84
Electronics,80,1.0,0.89
Clothing,364,1.0,0.87
Books,96,1.0,0.83
Electronics,305,1.0,0.82
Home,364,1.0,0.85
Clothing,244,1.0,0.8
Books,407,1.0,0.83
Clothing,441,1.0,0.82
Books,402,1.0,0.95
Clothing,234,1.0,0.78
Clothing,359,1.0,0.81
Books,419,1.0,0.87
Clothing,379,1.0,0.92
Home,210,1.0,0.85
Clothing,139,1.0,0.8
Clothing,252,1.0,0.84
Home,306,1.0,0.82
Electronics,231,1.0,0.81
Books,255,1.0,0.86
Books,110,1.0,0.77
Clothing,479,1.0,0.76
Home,208,1.0,0.82
Books,396,1.0,0.78
Clothing,222,1.0,0.85
Electronics,185,1.0,0.77
Electronics,155,1.0,0.78
Books,329,1.0,0.87
Books,187,1.0,0.83
Clothing,251,1.0,0.79
Home,147,1.0,0.8
Books,422,1.0,0.79
Electronics,164,1.0,0.84
Home,135,1.0,0.82
Electronics,362,0.0,0.79
Home,268,0.0,0.71
Electronics,165,1.0,0.81
Home,459,1.0,0.83
Home,299,1.0,0.77
Clothing,288,1.0,0.83
Books,170,1.0,0.75
Electronics,369,1.0,0.86
Electronics,91,1.0,0.84
Clothing,427,1.0,0.79
Clothing,426,1.0,0.89
Electronics,274,1.0,0.85
Electronics,278,1.0,0.82
Clothing,391,1.0,0.78
Home,292,1.0,0.88
Books,156,1.0,0.77
Electronics,130,1.0,0.79
Clothing,318,1.0,0.83
Books,299,1.0,0.87
Clothing,124,1.0,0.89
Electronics,416,1.0,0.73
Electronics,407,1.0,0.84
Home,151,1.0,0.85
Home,13,1.0,0.88
Books,495,1.0,0.81
Clothing,379,1.0,0.81
Clothing,301,1.0,0.73
Electronics,141,1.0,0.81
Books,359,1.0,0.84
Clothing,120,1.0,0.91
Home,486,1.0,0.8
Electronics,316,1.0,0.81
Electronics,469,1.0,0.89
Books,377,1.0,0.85
Electronics,402,1.0,0.75
Clothing,65,1.0,0.85
Electronics,380,1.0,0.8
Home,411,1.0,0.73
Clothing,130,1.0,0.8
Clothing,355,1.0,0.75
Books,289,1.0,0.85
Books,319,1.0,0.77
Books,98,1.0,0.83
Clothing,154,1.0,0.88
Books,312,1.0,0.8
Home,43,1.0,0.78
Home,257,1.0,0.82
Home,244,1.0,0.8
Home,403,1.0,0.8
Home,369,1.0,0.89
Home,395,1.0,0.85
Books,309,1.0,0.81
Books,394,1.0,0.81
Electronics,27,1.0,0.82
Electronics,423,1.0,0.86
Clothing,143,1.0,0.87
Electronics,319,1.0,0.81
Books,37,1.0,0.73
Books,383,1.0,0.83
Home,225,1.0,0.77
Books,33,1.0,0.75
Clothing,164,1.0,0.82
Books,472,1.0,0.81
Books,269,1.0,0.8
Home,319,1.0,0.85
Books,236,1.0,0.75
Clothing,418,1.0,0.82
Clothing,23,1.0,0.81
Clothing,99,1.0,0.82
Home,279,1.0,0.8
Electronics,420,1.0,0.87
Books,380,1.0,0.84
Books,469,1.0,0.87
Clothing,69,1.0,0.8
Electronics,50,1.0,0.8
Books,293,1.0,0.8
Books,339,1.0,0.75
Electronics,120,1.0,0.84
Home,478,1.0,0.82
Clothing,468,1.0,0.75
Electronics,361,1.0,0.87
Electronics,407,1.0,0.79
Books,18,1.0,0.89
Clothing,268,1.0,0.81
Electronics,150,1.0,0.83
Electronics,417,1.0,0.83
Books,313,1.0,0.89
Electronics,64,1.0,0.76
Books,84,1.0,0.76
Clothing,252,1.0,0.9
Home,34,1.0,0.81
Clothing,319,1.0,0.85
Books,500,1.0,0.71
Electronics,153,1.0,0.76
Electronics,75,1.0,0.77
Home,126,1.0,0.88
Books,406,1.0,0.89
Home,264,1.0,0.91
Electronics,423,1.0,0.83
Books,80,1.0,0.76
Books,419,1.0,0.89
Clothing,411,1.0,0.77
Home,47,1.0,0.8
Electronics,331,1.0,0.8
Home,82,1.0,0.76
Home,326,1.0,0.81
Clothing,471,1.0,0.82
Books,498,1.0,0.78
Electronics,112,1.0,0.9
Electronics,402,1.0,0.84
Books,291,1.0,0.85
Electronics,441,1.0,0.82
Electronics,500,1.0,0.84
Home,464,1.0,0.82
Books,421,1.0,0.83
Clothing,409,1.0,0.75
Books,496,1.0,0.71
Clothing,337,1.0,0.76
Clothing,213,1.0,0.75
Home,167,1.0,0.72
Books,75,1.0,0.87
Home,98,1.0,0.83
Clothing,338,1.0,0.79
Clothing,291,1.0,0.77
Home,414,1.0,0.89
Books,274,1.0,0.86
Clothing,406,1.0,0.78
Electronics,106,1.0,0.84
Electronics,271,1.0,0.77
Books,31,1.0,0.77
Clothing,449,1.0,0.83
Books,386,1.0,0.87
Electronics,466,1.0,0.9
Books,258,1.0,0.82
Electronics,427,1.0,0.78
Home,243,1.0,0.91
Clothing,365,1.0,0.82
Electronics,216,1.0,0.78
Home,192,1.0,0.86
Books,69,1.0,0.88
Electronics,113,1.0,0.77
Clothing,334,1.0,0.73
Clothing,23,1.0,0.83
Home,336,1.0,0.82
Clothing,410,1.0,0.84
Home,345,1.0,0.81
Electronics,477,1.0,0.82
Electronics,17,1.0,0.76
Home,399,1.0,0.79
Clothing,381,1.0,0.85
Clothing,393,1.0,0.83
Clothing,201,1.0,0.81
Electronics,251,1.0,0.79
Home,47,1.0,0.77
Electronics,56,1.0,0.89
Books,496,1.0,0.85
Home,437,1.0,0.76
Clothing,255,1.0,0.79
Home,45,1.0,0.77
Books,48,1.0,0.84
Home,483,1.0,0.82
Clothing,278,1.0,0.74
Home,312,1.0,0.88
Books,36,1.0,0.86
Clothing,415,1.0,0.79
Electronics,480,1.0,0.78
Clothing,264,1.0,0.84
Books,223,1.0,0.79
Clothing,152,1.0,0.81
Electronics,495,1.0,0.92
Electronics,270,1.0,0.78
Books,155,1.0,0.83
Books,158,1.0,0.91
Home,231,1.0,0.81
Clothing,152,1.0,0.84
Books,253,1.0,0.87
Books,99,1.0,0.88
Clothing,17,1.0,0.77
Books,426,0.0,0.71
Books,366,1.0,0.78
Electronics,110,1.0,0.83
Home,234,1.0,0.77
Home,138,1.0,0.82
Clothing,311,1.0,0.79
Home,277,1.0,0.82
Clothing,382,1.0,0.86
Clothing,242,1.0,0.78
Electronics,44,1.0,0.76
Electronics,75,1.0,0.83
Books,112,1.0,0.75
Home,470,1.0,0.85
Clothing,112,1.0,0.76
Clothing,321,1.0,0.82
Electronics,68,1.0,0.78
Clothing,50,1.0,0.8
Electronics,249,1.0,0.73
Home,339,1.0,0.88
Clothing,109,1.0,0.85
Electronics,258,1.0,0.81
Electronics,163,1.0,0.77
Electronics,102,0.0,0.76
Books,466,1.0,0.82
Electronics,155,1.0,0.76
Electronics,480,1.0,0.8
Clothing,45,1.0,0.88
Electronics,402,1.0,0.82
Electronics,102,1.0,0.82
Electronics,368,1.0,0.87
Clothing,54,1.0,0.83
Home,475,1.0,0.95
Clothing,206,1.0,0.9
Books,343,1.0,0.88
Home,480,1.0,0.85
Books,316,1.0,0.89
Electronics,292,1.0,0.76
Books,125,1.0,0.92
Home,402,1.0,0.83
Electronics,457,1.0,0.79
Books,57,1.0,0.82
Clothing,426,1.0,0.84
Clothing,297,1.0,0.89
Books,64,1.0,0.88
Books,159,1.0,0.84
Home,140,1.0,0.87
Clothing,398,1.0,0.85
Home,120,1.0,0.76
Electronics,164,1.0,0.79
Home,118,1.0,0.76
Clothing,487,1.0,0.78
Books,451,1.0,0.85
Clothing,257,1.0,0.81
Clothing,291,1.0,0.75
Books,259,1.0,0.74
Electronics,377,1.0,0.91
Books,90,1.0,0.78
Home,320,1.0,0.8
Home,389,1.0,0.81
Clothing,476,1.0,0.75
Books,147,1.0,0.73
Clothing,210,1.0,0.79
Clothing,454,1.0,0.86
Clothing,250,1.0,0.83
Electronics,401,1.0,0.79
Clothing,67,1.0,0.86
Clothing,293,1.0,0.83
Clothing,421,1.0,0.8
Books,15,1.0,0.86
Home,11,1.0,0.86
Clothing,33,1.0,0.81
Home,55,1.0,0.75
Electronics,340,1.0,0.87
Electronics,267,1.0,0.77
Books,262,1.0,0.79
Clothing,328,1.0,0.72
Home,154,1.0,0.73
Home,280,1.0,0.86
Home,226,1.0,0.87
Electronics,303,1.0,0.79
Clothing,112,1.0,0.77
Books,445,1.0,0.9
Electronics,192,1.0,0.85
Electronics,28,1.0,0.78
Home,500,1.0,0.81
Electronics,354,1.0,0.82
Books,47,1.0,0.92
Clothing,388,1.0,0.78
Clothing,367,1.0,0.78
Clothing,182,1.0,0.78
Home,72,1.0,0.78
Home,266,1.0,0.74
Clothing,453,1.0,0.78
Clothing,260,1.0,0.86
Clothing,217,1.0,0.76
Books,66,1.0,0.73
Electronics,423,1.0,0.83
Clothing,430,1.0,0.71
Clothing,481,1.0,0.84
Books,404,1.0,0.87
Books,27,1.0,0.8
Books,177,1.0,0.8
Clothing,113,1.0,0.83
Electronics,353,1.0,0.8
Books,296,1.0,0.74
Clothing,67,1.0,0.88
Books,262,1.0,0.74
Electronics,272,1.0,0.92
Home,315,1.0,0.82
Books,436,1.0,0.83
Electronics,334,1.0,0.84
Clothing,376,1.0,0.74
Clothing,188,1.0,0.77
Clothing,445,1.0,0.83
Clothing,292,1.0,0.83
Electronics,337,1.0,0.84
Electronics,44,1.0,0.89
Clothing,437,1.0,0.77
Electronics,475,1.0,0.85
Home,496,1.0,0.79
Home,397,1.0,0.83
Books,426,1.0,0.71
Books,319,1.0,0.82
Electronics,88,1.0,0.86
Electronics,410,1.0,0.72
Home,117,1.0,0.84
Electronics,105,1.0,0.82
Clothing,159,1.0,0.81
Clothing,264,1.0,0.76
Home,367,1.0,0.77
Books,482,1.0,0.83
Clothing,103,1.0,0.8
Home,367,1.0,0.72
Electronics,76,1.0,0.83
Electronics,79,1.0,0.8
Books,358,1.0,0.79
Electronics,201,1.0,0.76
Books,329,1.0,0.74
Electronics,361,1.0,0.81
Home,380,1.0,0.77
Books,238,1.0,0.82
Clothing,487,1.0,0.81
Electronics,242,1.0,0.86
Home,147,1.0,0.85
Clothing,228,1.0,0.87
Electronics,474,1.0,0.78
Clothing,342,1.0,0.76
Clothing,221,1.0,0.89
Clothing,53,1.0,0.78
Books,415,1.0,0.78
Books,219,1.0,0.85
Home,130,1.0,0.84
Books,249,1.0,0.87
Books,482,1.0,0.8
Clothing,419,1.0,0.91
Books,364,1.0,0.82
Home,232,1.0,0.77
Clothing,305,1.0,0.83
Home,393,1.0,0.79
Clothing,93,1.0,0.84
Electronics,228,1.0,0.79
Clothing,301,1.0,0.84
Clothing,428,1.0,0.9
Books,219,1.0,0.89
